GEOID,total_2023,white_2023,black_2023,asian_2023,hispanic_2023,total_2013,white_2013,black_2013,asian_2013,hispanic_2013,geometry,pct_change_white,pct_change_black,pct_change_asian,pct_change_hispanic
36047082000,4830,650,3459,122,272,5004,70,4210,66,507,"list(list(c(-73.953048, -73.95016, -73.950066, -73.94993, -73.949769, -73.949669, -73.949571, -73.952469, -73.952563, -73.952664, -73.952824, -73.952959, -73.953048, 40.656081, 40.65626, 40.655423, 40.65415, 40.652642, 40.651698, 40.650807, 40.65067, 40.651546, 40.65249, 40.653978, 40.65525, 40.656081)))",828.5714285714286,-17.838479809976246,84.84848484848484,-46.35108481262328
36047085600,3458,73,2886,9,127,3713,17,3354,0,320,"list(list(c(-73.946674, -73.945706, -73.9438, -73.942826, -73.942631, -73.943052, -73.943525, -73.943374, -73.944344, -73.94417, -73.946073, -73.94626, -73.946674, 40.650948, 40.651006, 40.651106, 40.65111, 40.649339, 40.649314, 40.648541, 40.647115, 40.647078, 40.645429, 40.645312, 40.647006, 40.650948)))",329.4117647058824,-13.953488372093023,0,-60.3125
36047095000,2592,59,2195,0,306,3233,41,3095,0,97,"list(list(c(-73.919556, -73.91893, -73.916809, -73.914943, -73.913278, -73.916224, -73.918604, -73.918852, -73.919172, -73.91929, -73.919462, -73.919556, 40.641185, 40.640585, 40.638682, 40.637007, 40.635508, 40.633606, 40.632096, 40.634483, 40.63747, 40.638596, 40.640239, 40.641185)))",43.90243902439025,-29.079159935379643,0,215.46391752577318
36047075400,1284,1264,18,0,2,1459,1453,1,3,2,"list(list(c(-73.953052, -73.950202, -73.949274, -73.94882, -73.948369, -73.950256, -73.952148, -73.952605, -73.953052, 40.623658, 40.623971, 40.624072, 40.621682, 40.619291, 40.619083, 40.618875, 40.621267, 40.623658)))",-13.007570543702684,1700,-100,0
36047076600,2114,333,1290,153,210,2356,260,1727,78,265,"list(list(c(-73.958198, -73.956241, -73.955473, -73.956616, -73.957299, -73.957753, -73.958198, 40.635289, 40.635509, 40.631431, 40.630591, 40.630512, 40.632903, 40.635289)))",28.076923076923077,-25.303995367689634,96.15384615384616,-20.754716981132077
36047093800,2511,162,1991,0,67,2229,39,2175,0,15,"list(list(c(-73.926547, -73.92561, -73.923666, -73.922849, -73.923585, -73.922519, -73.922312, -73.923249, -73.92612, -73.926326, -73.926547, 40.652392, 40.652446, 40.652538, 40.652463, 40.65052, 40.650587, 40.648658, 40.648599, 40.64842, 40.65035, 40.652392)))",315.38461538461536,-8.459770114942529,0,346.6666666666667
36047097000,2301,162,1563,0,253,1789,263,1241,2,283,"list(list(c(-73.90929, -73.907615, -73.9058, -73.903982, -73.905655, -73.907084, -73.908899, -73.910716, -73.90929, 40.648817, 40.649896, 40.648265, 40.646629, 40.645549, 40.644623, 40.646256, 40.647888, 40.648817)))",-38.40304182509506,25.946817082997583,-100,-10.60070671378092
36047101400,2057,31,1839,51,96,2235,85,1986,113,45,"list(list(c(-73.893961, -73.891762, -73.891021, -73.889823, -73.8892, -73.888582, -73.887386, -73.890328, -73.892141, -73.893961, 40.642343, 40.643764, 40.644245, 40.643168, 40.642611, 40.642055, 40.640981, 40.63908, 40.640712, 40.642343)))",-63.529411764705884,-7.401812688821752,-54.86725663716814,113.33333333333333
36047111000,2856,4,2005,20,803,3362,24,2484,0,777,"list(list(c(-73.884131, -73.880892, -73.879683, -73.878592, -73.881826, -73.882912, -73.884131, 40.661433, 40.662834, 40.66117, 40.659701, 40.658308, 40.659781, 40.661433)))",-83.33333333333333,-19.28341384863124,0,3.346203346203346
36047087800,2691,55,2140,51,121,3588,24,3257,37,265,"list(list(c(-73.934231, -73.932336, -73.931325, -73.929387, -73.929143, -73.928172, -73.927995, -73.930903, -73.931083, -73.93209, -73.933996, -73.934231, 40.660415, 40.660532, 40.660594, 40.660715, 40.658418, 40.658478, 40.656802, 40.65661, 40.658296, 40.658235, 40.658119, 40.660415)))",129.16666666666666,-34.295363831747004,37.83783783783784,-54.339622641509436
36047089200,3642,109,3154,0,213,3746,9,3444,0,240,"list(list(c(-73.925463, -73.924389, -73.922879, -73.922099, -73.921655, -73.920972, -73.920049, -73.919097, -73.918703, -73.918299, -73.918602, -73.919584, -73.919744, -73.920082, -73.920909, -73.922728, -73.924549, -73.92638, -73.925463, 40.665916, 40.666385, 40.664952, 40.664251, 40.663843, 40.663953, 40.664089, 40.66423, 40.662694, 40.661162, 40.661118, 40.661994, 40.660771, 40.659858, 40.660599, 40.662231, 40.663862, 40.665515, 40.665916)))",1111.111111111111,-8.420441347270616,0,-11.25
36047113200,2552,128,1844,18,361,2148,0,1291,0,819,"list(list(c(-73.901451, -73.900417, -73.900851, -73.899076, -73.89868, -73.89829, -73.897896, -73.896975, -73.896167, -73.89611, -73.898807, -73.899217, -73.899652, -73.900661, -73.901451, 40.663659, 40.663806, 40.665346, 40.665608, 40.664062, 40.662534, 40.660999, 40.661135, 40.657974, 40.657754, 40.657407, 40.659112, 40.660735, 40.660587, 40.663659)))",0,42.835011618900076,0,-55.92185592185592
36047117800,1703,26,218,299,1048,1300,36,415,149,655,"list(list(c(-73.877867, -73.874105, -73.872187, -73.87157, -73.8712, -73.873276, -73.873604, -73.877339, -73.877429, -73.877867, 40.682039, 40.683104, 40.683649, 40.681686, 40.680222, 40.679921, 40.681121, 40.680055, 40.680017, 40.682039)))",-27.77777777777778,-47.46987951807229,100.67114093959732,60
36081005200,2671,352,46,1090,977,2993,207,279,1252,1167,"list(list(c(-73.857907, -73.855353, -73.851979, -73.850991, -73.853924, -73.854393, -73.856801, -73.858786, -73.857907, 40.68088, 40.681607, 40.682564, 40.680568, 40.679686, 40.67966, 40.67951, 40.68063, 40.68088)))",70.04830917874396,-83.51254480286738,-12.939297124600639,-16.281062553556126
36081005700,4077,2065,47,580,1049,4249,1566,93,671,1811,"list(list(c(-73.928051, -73.926453, -73.924854, -73.924054, -73.921659, -73.922905, -73.924157, -73.924954, -73.928154, -73.928956, -73.927703, -73.929301, -73.928051, 40.760048, 40.759296, 40.758551, 40.758176, 40.757051, 40.755506, 40.753961, 40.754337, 40.755836, 40.756213, 40.757753, 40.758504, 40.760048)))",31.86462324393359,-49.46236559139785,-13.561847988077496,-42.07620099392601
36081007300,3594,1651,18,622,866,4511,2627,42,1161,662,"list(list(c(-73.927821, -73.92715, -73.926473, -73.925076, -73.923525, -73.922189, -73.923539, -73.924253, -73.925061, -73.926438, -73.928556, -73.927821, 40.767616, 40.768442, 40.769271, 40.768619, 40.767893, 40.767267, 40.765604, 40.764725, 40.765097, 40.765733, 40.766714, 40.767616)))",-37.15264560334983,-57.142857142857146,-46.425495262704565,30.815709969788518
36081007700,1935,892,40,368,578,1326,604,43,402,234,"list(list(c(-73.933445, -73.928556, -73.930365, -73.934935, -73.933445, 40.768818, 40.766714, 40.764491, 40.767013, 40.768818)))",47.682119205298015,-6.976744186046512,-8.457711442786069,147.008547008547
36081018200,2811,103,1689,56,366,2111,0,1172,209,431,"list(list(c(-73.803356, -73.798215, -73.797535, -73.79727, -73.795935, -73.794726, -73.795705, -73.798365, -73.801216, -73.801793, -73.803356, 40.677644, 40.679097, 40.677739, 40.677195, 40.676597, 40.673761, 40.67385, 40.674087, 40.674344, 40.674394, 40.677644)))",0,44.11262798634812,-73.20574162679426,-15.081206496519721
36081009800,2358,46,345,987,374,2642,71,582,776,162,"list(list(c(-73.835951, -73.833422, -73.831723, -73.82753, -73.826702, -73.825937, -73.828627, -73.82946, -73.831121, -73.832112, -73.832726, -73.83379, -73.835056, -73.835951, 40.684844, 40.685568, 40.686051, 40.687239, 40.687473, 40.685937, 40.685655, 40.6854, 40.68475, 40.684358, 40.684116, 40.683693, 40.683015, 40.684844)))",-35.2112676056338,-40.72164948453608,27.190721649484537,130.8641975308642
36081011400,2368,127,2,669,1250,883,137,67,33,583,"list(list(c(-73.844155, -73.841046, -73.840462, -73.840745, -73.839923, -73.840769, -73.842175, -73.843003, -73.844155, 40.689404, 40.690284, 40.689097, 40.687673, 40.685995, 40.685754, 40.685354, 40.687038, 40.689404)))",-7.299270072992701,-97.01492537313433,1927.2727272727273,114.4082332761578
36081014500,2406,1387,61,174,506,1954,1413,90,137,304,"list(list(c(-73.910505, -73.908492, -73.906911, -73.904512, -73.90651, -73.908908, -73.910505, 40.763979, 40.766452, 40.765711, 40.764589, 40.762109, 40.763229, 40.763979)))",-1.8400566171266808,-32.22222222222222,27.00729927007299,66.44736842105263
36081014800,1803,89,167,613,641,2323,97,167,739,767,"list(list(c(-73.827972, -73.825832, -73.821069, -73.816174, -73.815709, -73.818413, -73.82123, -73.827181, -73.827972, 40.693992, 40.694448, 40.69578, 40.696583, 40.695638, 40.694863, 40.694068, 40.692378, 40.693992)))",-8.24742268041237,0,-17.050067658998646,-16.427640156453716
36081000600,3888,355,26,831,2471,3796,240,372,845,2200,"list(list(c(-73.867018, -73.865592, -73.864706, -73.86291, -73.861349, -73.860477, -73.860805, -73.862123, -73.86387, -73.866295, -73.866598, -73.867018, 40.68683, 40.687434, 40.687562, 40.687796, 40.688695, 40.684843, 40.684741, 40.684375, 40.683878, 40.683189, 40.68527, 40.68683)))",47.916666666666664,-93.01075268817205,-1.6568047337278107,12.318181818181818
36081003200,1835,216,126,255,1112,1331,198,45,247,655,"list(list(c(-73.850571, -73.848985, -73.847884, -73.847051, -73.844995, -73.844155, -73.843003, -73.848489, -73.849369, -73.849947, -73.850571, 40.687661, 40.688038, 40.688323, 40.688586, 40.689162, 40.689404, 40.687038, 40.685475, 40.685227, 40.6864, 40.687661)))",9.090909090909092,180,3.2388663967611335,69.77099236641222
36081004002,1654,147,32,533,481,1051,211,42,393,297,"list(list(c(-73.845186, -73.841196, -73.839922, -73.839521, -73.839764, -73.843651, -73.844724, -73.847868, -73.845186, 40.682254, 40.683351, 40.681187, 40.679962, 40.679997, 40.680458, 40.680707, 40.681487, 40.682254)))",-30.33175355450237,-23.80952380952381,35.6234096692112,61.95286195286195
36081018401,2048,0,1380,29,194,2570,14,2044,0,205,"list(list(c(-73.795935, -73.794044, -73.791128, -73.78989, -73.788864, -73.786868, -73.788085, -73.790474, -73.791652, -73.794726, -73.795935, 40.676597, 40.676813, 40.677773, 40.675202, 40.673913, 40.672824, 40.67301, 40.673391, 40.67349, 40.673761, 40.676597)))",-100,-32.4853228962818,0,-5.365853658536586
36081024000,7155,305,1133,1598,3807,5988,157,815,893,3571,"list(list(c(-73.811632, -73.808788, -73.807584, -73.805648, -73.801657, -73.800201, -73.79992, -73.802409, -73.804129, -73.804442, -73.806807, -73.808874, -73.811529, -73.811632, 40.703052, 40.703822, 40.704146, 40.704672, 40.705761, 40.703341, 40.702474, 40.701852, 40.70146, 40.702132, 40.701776, 40.701815, 40.702273, 40.703052)))",94.26751592356688,39.01840490797546,78.94736842105263,6.60879305516662
36081025900,3109,568,22,1120,1356,3060,475,6,1124,1359,"list(list(c(-73.905349, -73.903571, -73.902158, -73.900871, -73.901063, -73.901657, -73.902677, -73.903687, -73.906419, -73.905349, 40.747893, 40.75184, 40.751932, 40.752062, 40.750783, 40.749465, 40.74719, 40.744914, 40.745635, 40.747893)))",19.57894736842105,266.6666666666667,-0.35587188612099646,-0.22075055187637968
36081026200,1684,0,825,501,259,1410,0,889,62,349,"list(list(c(-73.796647, -73.794671, -73.794807, -73.792384, -73.788931, -73.787783, -73.789796, -73.793696, -73.795615, -73.796647, 40.68985, 40.690708, 40.690894, 40.691921, 40.693398, 40.691819, 40.69096, 40.689377, 40.688657, 40.68985)))",0,-7.199100112485939,708.0645161290323,-25.787965616045845
36081028000,1633,28,866,154,363,1750,0,1575,0,139,"list(list(c(-73.783266, -73.780782, -73.779773, -73.778912, -73.777893, -73.776619, -73.777958, -73.776998, -73.779668, -73.781487, -73.782345, -73.783266, 40.689994, 40.69103, 40.689281, 40.689571, 40.689918, 40.688364, 40.687911, 40.686283, 40.685377, 40.688697, 40.688407, 40.689994)))",0,-45.01587301587302,0,161.15107913669064
36081028700,6697,1872,92,1697,2748,6030,1821,49,1664,2389,"list(list(c(-73.891189, -73.890262, -73.890613, -73.890948, -73.890013, -73.889088, -73.888157, -73.887824, -73.888756, -73.888401, -73.888029, -73.887647, -73.888678, -73.890501, -73.891189, 40.751101, 40.7512, 40.753145, 40.754974, 40.755071, 40.75517, 40.755266, 40.753438, 40.75334, 40.751396, 40.749356, 40.747245, 40.747134, 40.746942, 40.751101)))",2.800658978583196,87.75510204081633,1.9831730769230769,15.027208036835496
36081050800,1985,6,1601,267,99,1936,13,1737,132,54,"list(list(c(-73.758718, -73.756037, -73.754249, -73.753024, -73.752051, -73.754711, -73.756519, -73.75746, -73.757617, -73.758718, 40.708811, 40.709456, 40.709884, 40.706922, 40.705228, 40.704538, 40.704064, 40.706163, 40.706166, 40.708811)))",-53.84615384615385,-7.8295912492803685,102.27272727272727,83.33333333333333
36081052100,1798,1084,1,90,615,1490,1054,43,57,257,"list(list(c(-73.904571, -73.901812, -73.900577, -73.900106, -73.899816, -73.897369, -73.900626, -73.900339, -73.902101, -73.902617, -73.904096, -73.904571, 40.723009, 40.722802, 40.723186, 40.723296, 40.721237, 40.720482, 40.719764, 40.71802, 40.717996, 40.718618, 40.721031, 40.723009)))",2.846299810246679,-97.67441860465117,57.89473684210526,139.29961089494162
36081053800,1800,12,1387,38,190,1821,27,1611,51,96,"list(list(c(-73.744858, -73.743345, -73.742141, -73.74122, -73.741804, -73.739815, -73.739976, -73.7405, -73.741093, -73.743307, -73.744308, -73.743514, -73.744858, 40.70967, 40.709986, 40.710248, 40.707849, 40.705768, 40.705301, 40.704868, 40.703435, 40.703481, 40.70296, 40.705577, 40.706173, 40.70967)))",-55.55555555555556,-13.904407200496586,-25.49019607843137,97.91666666666667
36081041500,3941,227,6,153,3540,3533,328,15,643,2536,"list(list(c(-73.860262, -73.857323, -73.854421, -73.85326, -73.852918, -73.858874, -73.859081, -73.85956, -73.860262, 40.747069, 40.747922, 40.748805, 40.746834, 40.746171, 40.744395, 40.744783, 40.745724, 40.747069)))",-30.79268292682927,-60,-76.20528771384137,39.58990536277602
36081046100,2512,45,2,832,1514,3265,147,14,1523,1541,"list(list(c(-73.875019, -73.873485, -73.87142, -73.870593, -73.867491, -73.867557, -73.870858, -73.874361, -73.874796, -73.875019, 40.741494, 40.742501, 40.742412, 40.742379, 40.743302, 40.741678, 40.740941, 40.74016, 40.741288, 40.741494)))",-69.38775510204081,-85.71428571428571,-45.370978332239005,-1.7521090201168072
36081047000,3341,58,170,1686,841,3447,136,367,1668,616,"list(list(c(-73.780589, -73.778001, -73.777123, -73.775374, -73.7745, -73.773139, -73.776055, -73.777271, -73.778676, -73.779048, -73.779855, -73.780589, 40.713428, 40.714051, 40.714262, 40.711678, 40.711946, 40.709923, 40.709105, 40.70893, 40.708779, 40.70871, 40.711178, 40.713428)))",-57.35294117647059,-53.678474114441414,1.079136690647482,36.52597402597402
36081049600,2967,21,960,1109,473,3212,167,961,759,624,"list(list(c(-73.757257, -73.752334, -73.751383, -73.750255, -73.749831, -73.749345, -73.754037, -73.754701, -73.755889, -73.757257, 40.718139, 40.720262, 40.718988, 40.717479, 40.716613, 40.715145, 40.71388, 40.71471, 40.716299, 40.718139)))",-87.42514970059881,-0.1040582726326743,46.1133069828722,-24.19871794871795
36081050600,1615,0,1141,238,96,1562,2,1251,184,25,"list(list(c(-73.762301, -73.761406, -73.758718, -73.757617, -73.75746, -73.756519, -73.757406, -73.760067, -73.761264, -73.761953, -73.762012, -73.761759, -73.762301, 40.70795, 40.708163, 40.708811, 40.706166, 40.706163, 40.704064, 40.703835, 40.703141, 40.703599, 40.705895, 40.706449, 40.706606, 40.70795)))",-100,-8.792965627498,29.347826086956523,284
36081060300,1884,876,0,97,875,1906,1315,5,34,525,"list(list(c(-73.902854, -73.901158, -73.897502, -73.896285, -73.895538, -73.895025, -73.900184, -73.900596, -73.904772, -73.902854, 40.713793, 40.714622, 40.716384, 40.714818, 40.713804, 40.712478, 40.712681, 40.712697, 40.712866, 40.713793)))",-33.38403041825095,-100,185.2941176470588,66.66666666666667
36081103201,7068,268,3068,125,2973,6630,104,4090,54,2300,"list(list(c(-73.759824, -73.759736, -73.75891, -73.757235, -73.754732, -73.753458, -73.750088, -73.74912, -73.747495, -73.746942, -73.751061, -73.754419, -73.755274, -73.757594, -73.757784, -73.760953, -73.759824, 40.609647, 40.610155, 40.611206, 40.610993, 40.610405, 40.61052, 40.611641, 40.611794, 40.611888, 40.611775, 40.60942, 40.604978, 40.605334, 40.605802, 40.605832, 40.606452, 40.609647)))",157.69230769230768,-24.987775061124694,131.4814814814815,29.26086956521739
36081063900,3189,1094,166,172,1757,2473,1594,70,348,404,"list(list(c(-73.860156, -73.858215, -73.85594, -73.854746, -73.854641, -73.853692, -73.852151, -73.855293, -73.855292, -73.858579, -73.85815, -73.858288, -73.859975, -73.863254, -73.860156, 40.704746, 40.705602, 40.706395, 40.706767, 40.70529, 40.704315, 40.702251, 40.702596, 40.701844, 40.701238, 40.702898, 40.702911, 40.703109, 40.703392, 40.704746)))",-31.36762860727729,137.14285714285714,-50.57471264367816,334.9009900990099
36081066100,1618,1348,0,101,169,1421,1218,8,66,129,"list(list(c(-73.886662, -73.884229, -73.881025, -73.879167, -73.877941, -73.881642, -73.882381, -73.88505, -73.886662, 40.716396, 40.717524, 40.719013, 40.719431, 40.717898, 40.716183, 40.716172, 40.71618, 40.716396)))",10.673234811165846,-100,53.03030303030303,31.007751937984494
36081055500,2426,325,151,152,1756,2149,437,114,39,1550,"list(list(c(-73.906117, -73.90407, -73.902953, -73.900813, -73.900102, -73.901219, -73.905043, -73.9058, -73.904914, -73.90426, -73.906117, 40.69675, 40.698857, 40.700005, 40.698742, 40.698319, 40.697171, 40.693704, 40.694128, 40.695074, 40.6957, 40.69675)))",-25.62929061784897,32.45614035087719,289.7435897435897,13.290322580645162
36081056000,1668,153,36,1081,243,1587,327,378,577,255,"list(list(c(-73.741047, -73.738567, -73.735156, -73.735455, -73.731492, -73.731219, -73.736545, -73.73588, -73.735829, -73.736917, -73.737763, -73.739864, -73.741047, 40.725257, 40.726358, 40.727312, 40.728346, 40.727419, 40.726698, 40.725517, 40.723827, 40.722709, 40.722467, 40.722166, 40.724146, 40.725257)))",-53.211009174311926,-90.47619047619048,87.34835355285962,-4.705882352941177
36081056500,1883,264,52,43,1465,1603,104,14,206,1279,"list(list(c(-73.898886, -73.898382, -73.896772, -73.89579, -73.896463, -73.893981, -73.893263, -73.896955, -73.897366, -73.90003, -73.898886, 40.69539, 40.696136, 40.696799, 40.694744, 40.694478, 40.693076, 40.692203, 40.69192, 40.694119, 40.693437, 40.69539)))",153.84615384615384,271.42857142857144,-79.12621359223301,14.5426114151681
36081058100,2844,1004,15,89,1413,2867,1472,36,78,1281,"list(list(c(-73.896331, -73.894486, -73.891813, -73.891333, -73.89248, -73.893131, -73.892744, -73.89384, -73.894388, -73.894956, -73.895692, -73.896331, 40.705274, 40.705734, 40.706398, 40.705088, 40.703365, 40.702567, 40.701851, 40.70086, 40.700784, 40.701897, 40.70396, 40.705274)))",-31.793478260869566,-58.333333333333336,14.102564102564102,10.304449648711945
36081086300,6859,307,271,4849,1432,6875,358,111,4993,1356,"list(list(c(-73.822601, -73.820434, -73.819099, -73.818293, -73.818078, -73.817288, -73.820636, -73.820758, -73.821164, -73.821558, -73.821767, -73.822072, -73.822601, 40.76276, 40.763338, 40.763696, 40.761936, 40.761473, 40.759776, 40.758872, 40.758842, 40.759686, 40.760534, 40.76098, 40.761625, 40.76276)))",-14.245810055865922,144.14414414414415,-2.884037652713799,5.6047197640118
36081093800,5081,3189,332,159,1329,5863,4211,729,58,752,"list(list(c(-73.840704, -73.833507, -73.82733, -73.825249, -73.824656, -73.823289, -73.821872, -73.8211441020972, -73.829547177336, -73.8342002125643, -73.834491, -73.8356356529525, -73.8372, -73.838752, -73.840704, 40.586087, 40.586706, 40.587801, 40.586901, 40.585453, 40.584439, 40.582048, 40.5808946584266, 40.5787076773524, 40.5774966802242, 40.577421, 40.5770255383029, 40.579812, 40.582629, 40.586087)))",-24.269769650914274,-54.458161865569274,174.13793103448276,76.72872340425532
